"","PEARNVAL","A_AGE","PRDTRACE","A_SEX","A_HGA","A_MARITL","PEHSPNON","MIG_DIV","A_USLHRS","A_CLSWKR","A_MJIND","A_MJOCC","MOOP","HEAbin","earnbin"
"172309",150000,48,"White only","male","Doctorate degree (for example: PHD,EDD)","Never married","No","pacific",50,"Private","Professional and business services","Management, business, and financial occupations",7700,"Good","1"
"102034",164200,55,"Black only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Divorced","No","east south central",60,"Private","Information","Management, business, and financial occupations",1450,"Good","1"
"135270",28000,39,"White only","female","High school graduate - high school diploma or equivalent","Divorced","No","mountain",40,"Private","Construction","Office and administrative support occupations",7000,"Good","0"
"64253",98000,37,"White only","male","Some college but no degree","Married - civilian spouse present","No","south atlantic",40,"Private","Transportation and utilities","Production occupations",7900,"Good","1"
"136733",39002,36,"Black only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","mountain",40,"Government","Public administration","Professional and related occupations",400,"Good","0"
"93214",17000,29,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","south atlantic",12,"Government","Educational and health services","Professional and related occupations",2910,"Good","0"
"161937",26000,28,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","pacific",40,"Private","Wholesale and retail trade","Sales and related occupations",700,"Good","0"
"31897",40000,38,"Asian only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","east north central",40,"Private","Transportation and utilities","Management, business, and financial occupations",7000,"Good","0"
"48528",12002,20,"White only","female","Some college but no degree","Never married","No","west north central",23,"Private","Educational and health services","Service occupations",50,"Good","0"
"15876",160000,44,"Asian only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","middle atlantic",40,"Private","Financial activities","Sales and related occupations",400,"Good","1"
"36226",12000,22,"White only","male","Some college but no degree","Never married","No","east north central",20,"Private","Transportation and utilities","Transportation and material moving occupations",510,"Good","0"
"173100",13000,64,"White only","male","1st,2nd,3rd,or 4th grade","Married - civilian spouse present","Yes","pacific",20,"Private","Professional and business services","Service occupations",2300,"Good","0"
"50864",29000,47,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","west north central",40,"Private","Educational and health services","Management, business, and financial occupations",1700,"Good","0"
"129002",48000,67,"American Indian, Alaskan Native only (AI)","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","mountain",40,"Government","Agriculture, forestry,fishing, and hunting","Management, business, and financial occupations",8600,"Good","0"
"139550",60000,55,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",30,"Private","Educational and health services","Professional and related occupations",650,"Good","0"
"17564",7500,19,"White only","male","Some college but no degree","Never married","No","middle atlantic",40,"Private","Educational and health services","Professional and related occupations",552,"Good","0"
"41322",80000,55,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east north central",60,"Private","Manufacturing","Management, business, and financial occupations",11100,"Good","1"
"46692",4340,36,"White only","female","Associate degree in college - academic program","Never married","No","west north central",12,"Private","Wholesale and retail trade","Sales and related occupations",100,"Good","0"
"16899",50000,53,"Asian only","male","7th and 8th grade","Married - civilian spouse present","No","middle atlantic",40,"Private","Transportation and utilities","Installation, maintenance, and repair occupations",8900,"Good","0"
"19874",50000,65,"White only","male","Associate degree in college - occupation/vocation program","Separated","No","middle atlantic",40,"Self-employed","Construction","Management, business, and financial occupations",8000,"Good","0"
"175857",58000,31,"Others","female","Associate degree in college - academic program","Never married","No","pacific",40,"Government","Public administration","Management, business, and financial occupations",3600,"Bad","0"
"174767",30000,26,"Black only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","pacific",40,"Private","Leisure and hospitality","Management, business, and financial occupations",1050,"Good","0"
"23191",5200,62,"White only","female","Some college but no degree","Married - civilian spouse present","No","middle atlantic",2,"Private","Other services","Service occupations",5500,"Good","0"
"160602",16100,41,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","pacific",60,"Government","Public administration","Service occupations",850,"Good","0"
"100251",54000,54,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","east south central",45,"Private","Manufacturing","Production occupations",365,"Good","0"
"67473",24000,55,"Black only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","No","south atlantic",30,"Private","Educational and health services","Management, business, and financial occupations",596,"Good","0"
"77309",4200,66,"Black only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","south atlantic",30,"Private","Financial activities","Transportation and material moving occupations",1940,"Bad","0"
"125123",135000,42,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","west south central",50,"Private","Transportation and utilities","Installation, maintenance, and repair occupations",4860,"Good","1"
"13556",32000,25,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","middle atlantic",37,"Government","Educational and health services","Professional and related occupations",150,"Good","0"
"58417",57800,24,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","pacific",40,"Government","Public administration","Office and administrative support occupations",1050,"Good","0"
"120526",48000,32,"White only","male","5th or 6th grade","Married - spouse absent (exc.separated)","Yes","west south central",40,"Private","Construction","Construction and extraction occupations",250,"Good","0"
"54478",55200,44,"White only","male","Associate degree in college - academic program","Married - civilian spouse present","No","west north central",50,"Private","Agriculture, forestry,fishing, and hunting","Farming, fishing, and forestry occupations",4025,"Good","0"
"147796",18000,43,"White only","male","5th or 6th grade","Never married","Yes","mountain",40,"Self-employed","Professional and business services","Transportation and material moving occupations",50,"Good","0"
"37018",15000,68,"Black only","male","Some college but no degree","Never married","No","east north central",40,"Private","Wholesale and retail trade","Sales and related occupations",2222,"Good","0"
"86293",22000,35,"Asian only","female","Some college but no degree","Married - civilian spouse present","No","south atlantic",40,"Self-employed","Leisure and hospitality","Management, business, and financial occupations",500,"Good","0"
"47520",97500,53,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","west north central",48,"Private","Information","Professional and related occupations",5150,"Good","1"
"33004",40000,63,"Black only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","east north central",40,"Government","Public administration","Professional and related occupations",890,"Good","0"
"168629",35000,24,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","pacific",40,"Private","Construction","Installation, maintenance, and repair occupations",350,"Good","0"
"55223",17000,44,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","west north central",35,"Private","Leisure and hospitality","Service occupations",3150,"Good","0"
"82741",54762,38,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","south atlantic",50,"Private","Agriculture, forestry,fishing, and hunting","Construction and extraction occupations",490,"Good","0"
"4440",90000,51,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","new england",40,"Private","Educational and health services","Professional and related occupations",6800,"Good","1"
"94734",12500,48,"White only","female","Associate degree in college - academic program","Divorced","No","east south central",33,"Private","Wholesale and retail trade","Sales and related occupations",75,"Good","0"
"113895",68000,71,"White only","male","Associate degree in college - academic program","Married - civilian spouse present","No","west south central",40,"Private","Educational and health services","Installation, maintenance, and repair occupations",3100,"Good","1"
"104073",107650,43,"White only","male","11th grade","Married - civilian spouse present","No","east south central",40,"Government","Public administration","Professional and related occupations",3340,"Good","1"
"55238",50000,59,"White only","male","Some college but no degree","Married - civilian spouse present","No","west north central",40,"Government","Public administration","Service occupations",6888,"Good","0"
"157851",80000,50,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","Yes","pacific",40,"Government","Public administration","Professional and related occupations",7885,"Good","1"
"110339",30000,57,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","west south central",40,"Private","Educational and health services","Construction and extraction occupations",3250,"Good","0"
"51903",220000,39,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","pacific",60,"Private","Manufacturing","Management, business, and financial occupations",7260,"Good","1"
"66430",202000,43,"White only","male","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Never married","No","south atlantic",55,"Private","Professional and business services","Professional and related occupations",4300,"Good","1"
"27167",31000,61,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","middle atlantic",40,"Private","Professional and business services","Office and administrative support occupations",560,"Bad","0"
"152905",265000,44,"Asian only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","pacific",43,"Private","Manufacturing","Management, business, and financial occupations",1240,"Good","1"
"169007",12000,22,"White only","female","12th grade no diploma","Married - civilian spouse present","Yes","pacific",32,"Private","Wholesale and retail trade","Sales and related occupations",250,"Good","0"
"98236",5000,23,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","east south central",10,"Private","Educational and health services","Professional and related occupations",350,"Good","0"
"56673",34000,54,"White only","female","High school graduate - high school diploma or equivalent","Divorced","No","west north central",40,"Private","Educational and health services","Office and administrative support occupations",8030,"Good","0"
"176640",10000,37,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - AF spouse present","No","pacific",30,"Self-employed","Professional and business services","Sales and related occupations",0,"Good","0"
"179781",56000,68,"Asian only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","pacific",40,"Private","Construction","Office and administrative support occupations",3040,"Good","0"
"107343",80000,42,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","west south central",40,"Private","Leisure and hospitality","Office and administrative support occupations",4550,"Good","1"
"17979",250000,44,"White only","female","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Married - civilian spouse present","No","middle atlantic",64,"Private","Educational and health services","Professional and related occupations",0,"Good","1"
"84361",152000,38,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","south atlantic",50,"Private","Professional and business services","Management, business, and financial occupations",8200,"Good","1"
"16573",200000,50,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","middle atlantic",50,"Private","Construction","Professional and related occupations",4800,"Good","1"
"27341",60000,24,"White-Black","male","High school graduate - high school diploma or equivalent","Never married","No","middle atlantic",24,"Private","Construction","Construction and extraction occupations",4000,"Good","0"
"48564",35000,32,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","west north central",40,"Private","Wholesale and retail trade","Transportation and material moving occupations",3700,"Good","0"
"101637",106000,45,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","Yes","east south central",40,"Government","Public administration","Management, business, and financial occupations",5300,"Good","1"
"129823",20000,28,"White only","male","12th grade no diploma","Never married","No","mountain",20,"Private","Wholesale and retail trade","Transportation and material moving occupations",390,"Good","0"
"28167",55000,34,"White only","female","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","east north central",32,"Private","Educational and health services","Professional and related occupations",1050,"Good","0"
"153489",85000,41,"White only","male","Associate degree in college - occupation/vocation program","Married - civilian spouse present","Yes","pacific",40,"Private","Manufacturing","Construction and extraction occupations",450,"Good","1"
"125350",65000,46,"White only","male","Some college but no degree","Divorced","No","west south central",40,"Government","Educational and health services","Installation, maintenance, and repair occupations",0,"Good","1"
"134876",70750,50,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","No","mountain",40,"Government","Public administration","Office and administrative support occupations",853,"Good","1"
"24860",17000,59,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","middle atlantic",25,"Private","Other services","Management, business, and financial occupations",2000,"Good","0"
"61560",4500,19,"Black only","male","High school graduate - high school diploma or equivalent","Never married","No","west north central",20,"Private","Wholesale and retail trade","Sales and related occupations",0,"Good","0"
"119163",46000,21,"White-Black","male","Some college but no degree","Never married","No","west south central",40,"Private","Leisure and hospitality","Service occupations",0,"Good","0"
"90611",10000,41,"White only","female","Associate degree in college - academic program","Never married","Yes","south atlantic",25,"Private","Leisure and hospitality","Service occupations",610,"Good","0"
"60067",32000,63,"White only","male","10th grade","Divorced","No","west north central",40,"Private","Professional and business services","Service occupations",0,"Bad","0"
"41422",25000,29,"White only","female","Associate degree in college - academic program","Never married","No","east north central",44,"Private","Educational and health services","Professional and related occupations",4700,"Good","0"
"9282",79000,55,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Never married","No","new england",35,"Government","Public administration","Professional and related occupations",5126,"Good","1"
"40679",2000,18,"Hawaiian/Pacific Islander only (HP)","male","Less than 1st grade","Never married","No","east north central",40,"Private","Leisure and hospitality","Service occupations",1450,"Good","0"
"157438",18720,50,"White only","female","Some college but no degree","Divorced","No","pacific",30,"Government","Educational and health services","Professional and related occupations",100,"Good","0"
"143862",1228,16,"White only","male","10th grade","Never married","No","mountain",22,"Private","Leisure and hospitality","Service occupations",300,"Good","0"
"132254",120000,45,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",50,"Private","Information","Professional and related occupations",3600,"Good","1"
"26086",13000,38,"Black only","female","12th grade no diploma","Never married","No","middle atlantic",40,"Private","Educational and health services","Service occupations",401,"Good","0"
"21081",55000,48,"Black only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","middle atlantic",40,"Private","Educational and health services","Professional and related occupations",2350,"Good","0"
"172388",190000,37,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","pacific",40,"Private","Information","Professional and related occupations",0,"Good","1"
"74640",20000,35,"White only","female","Some college but no degree","Divorced","No","south atlantic",42,"Private","Wholesale and retail trade","Sales and related occupations",1000,"Good","0"
"79911",26000,79,"White only","female","Some college but no degree","Married - civilian spouse present","No","south atlantic",40,"Private","Construction","Office and administrative support occupations",1200,"Bad","0"
"178286",60000,58,"Asian only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","pacific",40,"Government","Transportation and utilities","Office and administrative support occupations",1220,"Good","0"
"101737",50000,28,"Black only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","No","east south central",40,"Private","Financial activities","Management, business, and financial occupations",1232,"Good","0"
"46603",40000,27,"White only","female","Some college but no degree","Married - civilian spouse present","No","west north central",40,"Government","Public administration","Office and administrative support occupations",725,"Good","0"
"39477",28800,47,"White only","female","High school graduate - high school diploma or equivalent","Widowed","No","east north central",30,"Private","Leisure and hospitality","Office and administrative support occupations",200,"Good","0"
"122140",89000,34,"Asian only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Never married","No","west south central",40,"Private","Manufacturing","Professional and related occupations",3104,"Good","1"
"48504",30000,38,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","west north central",40,"Private","Manufacturing","Production occupations",600,"Good","0"
"143593",85000,39,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Private","Financial activities","Management, business, and financial occupations",225,"Good","1"
"15691",53000,50,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","middle atlantic",40,"Private","Financial activities","Sales and related occupations",433,"Good","0"
"145780",25000,26,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",80,"Self-employed","Construction","Construction and extraction occupations",170,"Bad","0"
"72673",44000,65,"White only","male","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","south atlantic",40,"Private","Transportation and utilities","Production occupations",900,"Good","0"
"133932",38400,43,"White only","female","Some college but no degree","Married - civilian spouse present","No","mountain",40,"Private","Wholesale and retail trade","Office and administrative support occupations",3900,"Good","0"
"117117",60000,63,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","west south central",40,"Private","Professional and business services","Management, business, and financial occupations",1900,"Good","0"
"76262",22000,45,"Black only","female","Associate degree in college - academic program","Divorced","No","south atlantic",36,"Private","Wholesale and retail trade","Management, business, and financial occupations",4350,"Good","0"
"110266",34000,44,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","west south central",40,"Private","Financial activities","Management, business, and financial occupations",700,"Good","0"
"107",18890,52,"White only","female","Some college but no degree","Married - civilian spouse present","No","new england",30,"Government","Educational and health services","Service occupations",1300,"Good","0"
"37344",30000,38,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","east north central",40,"Private","Transportation and utilities","Management, business, and financial occupations",4100,"Good","0"
"124555",250000,53,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","west south central",40,"Self-employed","Manufacturing","Management, business, and financial occupations",4700,"Good","1"
"36920",17000,38,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","east north central",40,"Private","Wholesale and retail trade","Sales and related occupations",235,"Good","0"
"144103",29000,24,"White only","male","Some college but no degree","Married - civilian spouse present","No","pacific",40,"Private","Professional and business services","Service occupations",375,"Good","0"
"52656",15000,41,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","west north central",40,"Private","Wholesale and retail trade","Sales and related occupations",1930,"Good","0"
"121436",40000,56,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","west south central",65,"Private","Transportation and utilities","Management, business, and financial occupations",3600,"Good","0"
"164837",90000,53,"Asian only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","pacific",40,"Government","Educational and health services","Professional and related occupations",600,"Good","1"
"19348",54000,53,"White only","male","Associate degree in college - academic program","Married - civilian spouse present","No","middle atlantic",40,"Private","Leisure and hospitality","Professional and related occupations",400,"Good","0"
"21525",70000,34,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","middle atlantic",40,"Private","Manufacturing","Professional and related occupations",4700,"Good","1"
"119817",50000,27,"Black only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","west south central",50,"Private","Professional and business services","Construction and extraction occupations",1000,"Good","0"
"72920",44000,27,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","south atlantic",40,"Private","Construction","Construction and extraction occupations",0,"Good","0"
"147893",150000,40,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Private","Professional and business services","Management, business, and financial occupations",400,"Good","1"
"171724",75000,59,"White only","male","Some college but no degree","Married - civilian spouse present","No","pacific",40,"Private","Professional and business services","Production occupations",4620,"Good","1"
"11420",56000,59,"White only","female","Some college but no degree","Married - civilian spouse present","No","new england",40,"Private","Professional and business services","Professional and related occupations",4825,"Good","0"
"78965",50000,36,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","south atlantic",50,"Private","Other services","Sales and related occupations",3870,"Good","0"
"123975",28000,30,"Black only","female","Some college but no degree","Never married","No","west south central",45,"Private","Transportation and utilities","Office and administrative support occupations",200,"Good","0"
"14394",4000,37,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","middle atlantic",25,"Private","Wholesale and retail trade","Sales and related occupations",0,"Good","0"
"175547",11000,70,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","pacific",20,"Self-employed","Professional and business services","Professional and related occupations",25,"Bad","0"
"43673",28000,34,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","east north central",40,"Private","Educational and health services","Professional and related occupations",4150,"Good","0"
"7680",100000,49,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","new england",40,"Self-employed","Leisure and hospitality","Professional and related occupations",400,"Good","1"
"121113",13500,29,"White only","male","Some college but no degree","Never married","No","west south central",40,"Private","Wholesale and retail trade","Office and administrative support occupations",2760,"Good","0"
"139152",47000,56,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","mountain",40,"Government","Construction","Construction and extraction occupations",1200,"Good","0"
"60600",70000,45,"White only","male","Some college but no degree","Married - civilian spouse present","No","west north central",9,"Government","Transportation and utilities","Office and administrative support occupations",2300,"Good","1"
"62924",8500,18,"White only","female","Some college but no degree","Never married","No","south atlantic",20,"Private","Educational and health services","Professional and related occupations",600,"Good","0"
"49181",5000,18,"White only","female","11th grade","Never married","No","west north central",8,"Private","Leisure and hospitality","Service occupations",0,"Good","0"
"13078",30000,38,"Black only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","middle atlantic",40,"Self-employed","Other services","Service occupations",430,"Good","0"
"62802",55000,30,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","Yes","south atlantic",40,"Private","Professional and business services","Professional and related occupations",12210,"Good","0"
"30359",117000,39,"Asian only","male","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","east north central",40,"Private","Manufacturing","Professional and related occupations",7000,"Good","1"
"92539",25000,37,"White only","male","Associate degree in college - academic program","Married - spouse absent (exc.separated)","No","south atlantic",20,"Private","Educational and health services","Management, business, and financial occupations",50,"Good","0"
"87088",79999,46,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","south atlantic",60,"Government","Educational and health services","Professional and related occupations",4200,"Good","1"
"166949",60000,28,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","pacific",40,"Self-employed","Financial activities","Sales and related occupations",2120,"Bad","0"
"58527",200000,61,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","west north central",40,"Private","Information","Sales and related occupations",4000,"Good","1"
"79908",25000,54,"Black only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","south atlantic",40,"Private","Wholesale and retail trade","Transportation and material moving occupations",40,"Bad","0"
"13491",250000,48,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","middle atlantic",50,"Self-employed","Manufacturing","Management, business, and financial occupations",1100,"Good","1"
"152249",175000,33,"Asian only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","pacific",40,"Private","Professional and business services","Professional and related occupations",0,"Good","1"
"67298",130000,35,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","Yes","south atlantic",50,"Government","Public administration","Professional and related occupations",2700,"Good","1"
"130182",23198,32,"White only","male","Some college but no degree","Divorced","No","mountain",40,"Private","Transportation and utilities","Office and administrative support occupations",1920,"Good","0"
"29277",23470,51,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","east north central",26,"Government","Educational and health services","Professional and related occupations",500,"Good","0"
"78010",8000,26,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","south atlantic",25,"Private","Leisure and hospitality","Service occupations",100,"Good","0"
"136341",42000,34,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Government","Public administration","Office and administrative support occupations",3000,"Good","0"
"9996",50000,37,"Asian only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","new england",40,"Private","Professional and business services","Professional and related occupations",202,"Good","0"
"144113",10000,67,"White only","female","Some college but no degree","Married - civilian spouse present","No","mountain",35,"Self-employed","Leisure and hospitality","Professional and related occupations",50,"Good","0"
"51362",23000,52,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","west north central",40,"Private","Wholesale and retail trade","Sales and related occupations",2100,"Good","0"
"62612",1500,22,"Asian only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","south atlantic",60,"Private","Educational and health services","Professional and related occupations",20,"Good","0"
"53316",16000,46,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","west north central",35,"Government","Educational and health services","Service occupations",6590,"Good","0"
"5740",39000,72,"White only","male","12th grade no diploma","Married - civilian spouse present","No","new england",40,"Self-employed","Construction","Construction and extraction occupations",680,"Good","0"
"89539",18000,76,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Widowed","No","south atlantic",60,"Self-employed","Professional and business services","Management, business, and financial occupations",50,"Good","0"
"119773",75000,40,"Black only","male","High school graduate - high school diploma or equivalent","Divorced","No","west south central",48,"Private","Manufacturing","Production occupations",1065,"Good","1"
"159496",16000,40,"Asian only","male","7th and 8th grade","Married - civilian spouse present","No","pacific",24,"Private","Transportation and utilities","Transportation and material moving occupations",0,"Bad","0"
"4026",107000,32,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","new england",40,"Private","Professional and business services","Professional and related occupations",150,"Good","1"
"174401",30000,58,"White only","male","5th or 6th grade","Married - civilian spouse present","Yes","pacific",40,"Private","Transportation and utilities","Transportation and material moving occupations",50,"Bad","0"
"51673",64963,34,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - AF spouse present","No","west north central",40,"Private","Educational and health services","Professional and related occupations",10040,"Good","1"
"165777",80000,31,"White only","male","Some college but no degree","Married - civilian spouse present","Yes","pacific",50,"Private","Information","Management, business, and financial occupations",4100,"Good","1"
"121200",50000,54,"White only","male","Some college but no degree","Married - civilian spouse present","No","west south central",50,"Private","Professional and business services","Service occupations",650,"Good","0"
"76531",18000,20,"Asian only","male","High school graduate - high school diploma or equivalent","Never married","No","south atlantic",45,"Private","Other services","Office and administrative support occupations",0,"Good","0"
"144313",11000,37,"Black only","female","11th grade","Never married","No","mountain",20,"Self-employed","Other services","Service occupations",0,"Good","0"
"6080",36002,27,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Never married","No","new england",20,"Private","Educational and health services","Professional and related occupations",3500,"Good","0"
"130561",28000,43,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Professional and related occupations",7275,"Good","0"
"59747",14000,30,"White only","female","Some college but no degree","Separated","No","west north central",32,"Private","Wholesale and retail trade","Sales and related occupations",0,"Good","0"
"146853",15000,19,"White only","male","Some college but no degree","Married - spouse absent (exc.separated)","No","mountain",24,"Private","Wholesale and retail trade","Sales and related occupations",0,"Good","0"
"92368",22000,24,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","Yes","south atlantic",25,"Private","Wholesale and retail trade","Sales and related occupations",0,"Good","0"
"47136",85983,47,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","west north central",40,"Government","Educational and health services","Professional and related occupations",6725,"Good","1"
"141567",55000,60,"White-Black","female","Some college but no degree","Married - civilian spouse present","No","mountain",40,"Private","Wholesale and retail trade","Sales and related occupations",865,"Good","0"
"15203",55000,31,"Black only","male","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","middle atlantic",40,"Private","Other services","Construction and extraction occupations",500,"Good","0"
"147338",57000,64,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","No","mountain",40,"Government","Educational and health services","Professional and related occupations",5320,"Good","0"
"47462",69000,29,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","west north central",40,"Private","Manufacturing","Professional and related occupations",180,"Good","1"
"132804",8600,62,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Service occupations",825,"Good","0"
"170230",60000,45,"White only","female","Associate degree in college - occupation/vocation program","Married - civilian spouse present","Yes","pacific",40,"Government","Public administration","Service occupations",100,"Good","0"
"13305",175000,44,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","middle atlantic",40,"Private","Financial activities","Office and administrative support occupations",1415,"Good","1"
"151034",27000,35,"White-AI","female","High school graduate - high school diploma or equivalent","Never married","No","pacific",32,"Private","Wholesale and retail trade","Sales and related occupations",1850,"Good","0"
"141719",25000,47,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Management, business, and financial occupations",0,"Good","0"
"65756",46000,15,"Black only","male","Some college but no degree","Divorced","No","south atlantic",40,"Private","Professional and business services","Service occupations",850,"Good","0"
